NIVEL_ACCESO,GRADO_MERCADO,SUPERFICIE_HA,DEPARTAMEN,PROVINCIA,DISTRITO
ALTA,OPTIMA,0.05,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.31,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.20,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.99,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.69,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,3.47,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.26,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.38,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,1.66,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.51,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.32,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.27,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.39,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.45,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.23,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,5.56,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.66,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.43,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.83,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.65,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.47,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.40,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.54,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,1.02,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,1.51,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,1.98,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.59,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,2.60,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,1.32,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.26,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.87,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.44,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.35,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.51,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.42,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.34,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.16,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.26,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.91,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,7.38,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
MEDIA,RIESGO / BAJA,33.39,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,ALTO POTENCIAL,4610.03,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,ALTO POTENCIAL,0.00,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,ALTO POTENCIAL,0.00,HUANUCO,HUACAYBAMBA,HUACAYBAMBA
ALTA,OPTIMA,0.10,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.09,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.21,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.09,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.26,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.25,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.26,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.35,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.55,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.31,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.29,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.04,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.40,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.13,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.16,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.01,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.21,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.88,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.08,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.20,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.05,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.53,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.28,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.36,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.21,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.77,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.32,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.39,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,3.66,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.26,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.40,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.21,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.28,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.35,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.16,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.11,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.25,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.39,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.16,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.16,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.41,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.05,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.29,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,7.88,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,3.49,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.18,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.65,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,2.41,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.45,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.09,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.40,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.21,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.89,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.18,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.85,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.38,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.36,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.32,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.41,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.35,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.70,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.22,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.43,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.24,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.27,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.16,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.12,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.40,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.37,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.17,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.31,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.21,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.43,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.53,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.82,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.13,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.83,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,2.08,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.72,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.80,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.09,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.16,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.33,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.23,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.12,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,2.48,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.29,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.66,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.40,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.33,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.07,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.57,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.29,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,2.99,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.27,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.10,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.70,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.86,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.18,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.06,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.98,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.24,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.10,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.20,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.48,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.11,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.45,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.10,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,4.12,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.13,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.54,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.38,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.20,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.34,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.35,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.20,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.05,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.35,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.13,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.34,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.08,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.02,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.36,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.12,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.91,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,3.12,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,2.24,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.07,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.18,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.29,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.73,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.67,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.05,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.27,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.38,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.29,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,2.75,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.43,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.06,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.13,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.22,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.23,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.18,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.38,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.39,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.22,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.08,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.35,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.02,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.05,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.40,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.12,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,2.28,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.33,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,5.96,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.28,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.11,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.23,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.94,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.91,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.15,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.18,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.28,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.09,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.65,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.76,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.22,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.64,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.08,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.04,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.94,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.27,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.11,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.23,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.66,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.66,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.10,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,3.94,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.65,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.08,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.62,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.05,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.64,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.36,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.04,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.42,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.23,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.28,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.51,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.04,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.27,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.63,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.59,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.28,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.09,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.06,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.29,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.79,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.59,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.57,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.18,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.64,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.04,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.26,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.11,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.46,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.72,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.05,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.44,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.30,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.32,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.07,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.67,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.45,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.27,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.37,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.20,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.14,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.09,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.44,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.93,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,3.64,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.33,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.34,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.11,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,1.16,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.33,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.31,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.40,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.80,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.32,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.34,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,2.32,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.08,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.03,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.24,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.10,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.12,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.44,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.49,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.35,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.29,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.19,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.22,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.37,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,3.58,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.36,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.21,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.10,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.22,HUANUCO,HUACAYBAMBA,PINRA
ALTA,OPTIMA,0.11,HUANUCO,HUACAYBAMBA,PINRA
